text,is_desc,url
"Juvenile plants very slender saplings to 2 m tall, lacking hooked branchlets. Juvenile leaves with persistence unknown, oblanceolate, 36.7—59.6 6.4— 12.0 em, L/W 4.45.0, at apex obtuse to acute, at base acute then attenuate then abruptly very shortly rounded or long-attenuate (i.e., pseudopetiolate), in life not seen, drying chartaceous, dull or shiny, discolorous, brown above, yellowish brown below: pits similar to those of adult leaves; midrib plane adaxially, thinly prominulous to prominent abaxially, with terminal gland not found; secondary veins 12 to 17 pairs; secondary and tertiary veins prominulous adaxially and abaxially; margins plane to thinly revolute. Adult stems climbing to 15 m high. to 8 mm diam. [probably becoming larger but no data]. with bark gray-brown, smooth or with shallow longitudinal fissures, bearing scattered leaves and lateral branchlets to 50 cm long, these branchlets bearing a terminal group of leaves, without hooks (e.g., Hall & Aké Assi GC-45772, GC) or with | to several hooks (e.g.. Morton & Gledhill SL 1027, WAG); hooks recurved to spiraling, 6-25 mm diam.
Adult leaves drying chartaceous to stiffly subcoriaceous, rather shiny on both surfaces, in life discolorous, dark green above, light green below, drying at least a little discolorous, dark brown above, yellow-brown below; pits dimorphic, small pits frequent to dense on both surfaces (i.e., 1 to 4 per areole formed by tertiary veins), large pits 0.1—0.3 mm diam., circular, widely scattered on both surfaces (i.e., several per leaf); midrib adaxially plane to shallowly sulcate, abaxially prominent, often terminating in a tiny gland; secondary veins prominulous on both surfaces; tertiary veins reticulated and prominulous on both surfaces; margins very thinly revolute; stem leaves with persistence unknown, elliptic to oblanceolate or narrowly obovate, 6.3-41.7 X 2.4-10.6 cm, L/W 2.6—4.6, at apex rounded to short-acuminate, at base cuneate to truncate; secondary veins 5 to 20 pairs, with submarginal vein situated 2-5 mm from margin; leaves at branchlet apices with persistence unknown, obovate to elliptic or oblanceolate, 3.5-31.4 x 1.89.4 em, L/W 2.4—4.2, at apex rounded or obtuse to acute or acuminate with acumen to 15 mm long, at base cuneate to acute then abruptly and very shortly rounded, sometimes basally narrowly long-attenuate (i.e., pseudopetiolate); secondary veins 5 to 14 pairs, with intramarginal vein situated 3-6 mm from margin. Inflorescence lax, paniculate, lateral among leaves at apices of branchlets, without hooks, sometimes with bracteal leaves similar to adult stem leaves (e.g., Aké Assi 17146, MO; Baldwin 10984, MO; Merello et al. 1301, MO): peduncle 4.0-9.5 cm long, straight to curved; branched portion corymbiform, 5—15(—24) X 7-16 em, branched 1 to 4 times dichotomously then subsequent axes racemiform: bracts ovate to triangular, 1-2. mm long. at apex acute to obtuse, at base obtuse, marginally hyaline and often erose, abaxially with a rounded gland covering %4—% of surface; pedicels 1-4 mm long. Flowers all pedicellate; sepals 5, narrowly elliptic to elliptic-oblong, rounded and entire at apex, at base cuneate to obtuse and decurrent on ovary, green sometimes with translucent veins and/or red margins, external 2 or 3 sepals abaxially with | to 4 elliptic raised glands, adaxially apparently without pits, subequal, 2.5-4.5 1.5-3.0 mm; petals 5, convolute or rarely intermediate (e.¢..
Leeuwenberg 2709, WAG), obovate, yellowish white or white tinged pink or sometimes pale violet internally and orange externally, 5.0-11.0 < 2.0-2.5 mm: stamens 9 or 10 in apparently 2 whorls, white; filaments slender, dimorphic, the shorter 1.2—2.0 mm long, the longer 2.0-4.0 mm long; anthers 0.4— 0.7 mm long: ovary fully inferior, ca. 2 mm long: styles 3, 3.0-4.5 mm long, stigmas 0.2-0.5 * 0.5— 0.8 mm. Fruit not seen.",1,https://www.biodiversitylibrary.org/page/27274341
"Distribution, phenology, and habitat. Lowland wet forests from sea level to 95 m, on coastal bluffs, along rivers, and in a laterite pit, Senegal to Ghana; collected in flower December through March, in fruit in February.",0,https://www.biodiversitylibrary.org/page/27274341
"Provisional conservation. status. With an EO greater than 20,000 km? and existing in Céte d'Ivoire (i.e., Ivory Coast), Ghana, Guinea (i.e., Guinea-Conakry), Guinea-Bissau, Liberia, Senegal, and Sierra Leone: Least Concern; Cheek (2000: 881) proposed a status of Data Deficient (DD).",0,https://www.biodiversitylibrary.org/page/27274341
"In floral characters, Ancistrocladus barteri is distinguishable from A. guineensis only by corolla aestivation, degree of dimorphism of filaments, and stamen dimensions, as outlined in the Key to Spe",0,https://www.biodiversitylibrary.org/page/27274341
"376 Annals of the Missouri Botanical Garden cies above. These two species (or geographical populations) also seem distinguishable by leaf characters: numerous obvious small pits are found throughout the leaves of A. barteri, versus few to frequent but hardly visible small pits restricted to the leaf undersurface and sometimes also isolated zones on the upper surface of the leaves of A. guineensis. However, with very few collections of these species available at anthesis, the occurrence of intermediate as well as convolute corolla aestivation in A, barteri makes their distinction somewhat tenuous. These two species are provisionally maintained here based on the characters noted above and their apparently allopatric geographic ranges, but their status will need re-evaluation when fruits are discovered for A. barteri.",0,https://www.biodiversitylibrary.org/page/27274342
"No fruiting collections can be confidently associated with Ancistrocladus barteri. Scott-Elliot (1894: 73-74) described the fruits briefly in his original description as “obpyramidale, 5-angulare, costis incrassatis, sine calycis lobis 15 mm. long.
et 15 mm. lat.” However, the specimen on which this description is based is unknown and may be among those treated here as A. abbreviatus. In his original circumscription of A. barteri, Scott-Elliot included several specimens that were subsequently excluded from A, barteri by Airy Shaw (1949), who referred most of them to his newly described species A, abbreviatus. Ancistrocladus abbreviatus does have fruits that correspond to Scott-Elliot’s description.",0,https://www.biodiversitylibrary.org/page/27274342
"Scott-Elliot (1894) did not designate a type for Ancistrocladus barteri, but listed a set of syntypes.
As noted by Gereau (1997), Airy Shaw later (1950) re-evaluated A, barteri, restricting its circumscription and selecting a lectotype, Scott-Elliot 4860 from Sierra Leone. Scott-Elliot (1894: 74) specifically listed under his A, barteri the Nigerian specimen Barter 1699, whose identity has been controversial, Airy Shaw later (1949) identified this as A.
guineensis, Keay (1954) subsequently included it in A, newly described A.",0,https://www.biodiversitylibrary.org/page/27274342
"abbreviatus, and it is here included in the abbreviatus subsp. lateralis.
This was the only Barter collection included by Scott-Elliot in this eponymous species, but Airy Shaw explicitly excluded this Barter collection from his circumscription of A, barteri without explanation. However, there are no nomenclatural grounds on which to overturn Airy Shaw’s decision.
Separately Tieghem (1903; 154) stated that Barter 1699 had characters that distinguished it from all other Ancistrocladaceae, and gave it the provisional name “Ancistrocladus barteri Tiegh.” He explained his conclusion as follows: “C’est done au bien, tout au moins, une espéce autonome, que je nommerai pour le moment A. de Barter (A. Barteri v.L.).” In the same article, Tieghem (1903: 155) also published the new genus Ancistrella Tiegh. with the single species Ancistrella barteri Tiegh., based on Barter 1699, and asserted that this second name was the one he intended to accept: “. . . on est conduit a regarder cette plante comme le type d’un genre nouveau, que je nommerai Ancistrelle (Ancistrella y.T.). Ce sera désormais l’Ancistrelle de Barter (Ancistrella Barteri v.T.).” Tieghem (1903) analyzed the leaf anatomy of Ancistrella barteri in great detail and must have derived his anatomical material from the specimen Barter 1699, which was distributed to P apparently with Scott-Elliott’s name on it. In any case Tieghem, with his particular interest in Ancistrocladus, was probably aware of the publication of Scott-Elliot’s name. Unfortunately, Tieghem (1903) was not always clear or conventional in his use of taxonomic nomenclature, so his intent is not entirely clear here. However, his use of his own initials with these names seems to indicate that his intent was indeed to separate these names from Scott-Elliot’s usage. Therefore, Tieghem’s work cannot be interpreted as a lectotypification of Scott-Elliot’s name, and the names Ancistrocladus barteri Scott-Elliot and Ancistrella barteri Tiegh. are heterotypic and independent due to the lectotypification of Ancistrocladus barteri by Airy Shaw (1950).",0,https://www.biodiversitylibrary.org/page/27274342
"As circumscribed here, Ancistrocladus barteri is variable in leaf size and shape, inflorescence size, petal size, and filament length. However, the specimens included here are linked by a continuous range of variation in these features, as discussed below. In particular, the variation in leaf form can be generally separated into several rather wellmarked groups. One group is characterized by relatively small, elliptic to obovate leaves that are obtuse to rounded at the apex and contracted in the basal portion to a narrowed, pseudopetiolate structure; specimens with such leaves have petals 6-8 mm long and the longer filaments ca. 2 mm long (these measurements are based on three flowering collections, apparently representing three plants).
A second group is characterized by its often larger, oblanceolate leaves that are acute to acuminate at the apex and uniformly narrowed to an acute base; specimens with such leaves have petals 6-11 mm long and the longer filaments ca. 4 mm long (these measurements are based on six flowering collections, representing five plants). The shortest of these petal measurements, 6 mm, is found on the type of A, barteri, which has relatively long narrow leaves with shortly acuminate apices.",1,https://www.biodiversitylibrary.org/page/27274342
Several collections of Ancistrocladus barteri com,0,https://www.biodiversitylibrary.org/page/27274342
"382 Annals of the Missouri Botanical Garden See glands, its generally well-developed pedicels, and its inflorescence bracts that are relatively small, clustered at the apices of the axes near the flower buds, apparently caducous at anthesis, and sometimes eglandular. In contrast, these other two species have outer sepals that usually have | or 2 abaxial glands, pedicels 0-3 mm long; and bracts that are often well-developed, borne regularly along all the axes, and generally persistent and usually have well-developed abaxial glands.",0,https://www.biodiversitylibrary.org/page/27274348
"The name Ancistrocladus wallichii has been frequently used for this species (e.g., Helfer 720, distributed under this name to at least three institutions; see Dagar & Singh, 1999), However, the type specimens of A. wallichii cannot be identified with certainty, and this name is here considered of dubious identity and discussed in that section, below.",0,https://www.biodiversitylibrary.org/page/27274348
"Selected specimens examined. CAMBODIA. Bois a Baba, Godefroy 285 bis (P). INDIA or MYANMAR [BURMA]. Tenasserim & Andaman Islands, Helfer 720 (A, C, P [2}). THAILAND. Bangkok, Dom Bang, Supanburi, Kerr 7006 (BM, C, E, SING). VIETNAM. Mekong River, Kratié, Chevalier 31864 (P).",0,https://www.biodiversitylibrary.org/page/27274348
"&. Ancistrocladus guineensis Oliv... FI. ‘Trop.
Afr. 1: 175. 1868. TYPE: Nigeria. Cross Rivers State: Calabar, 1859-1863, G. Mann 2234 (holotype, K!; isotypes, GH!, P!).",0,https://www.biodiversitylibrary.org/page/27274348
"Ancistrocladus uncinatus Hutch. & Dalziel, Fl. W. Trop.
Afr., ed. 1, 1: 196. 1927. Syn. nov. TYPE: Nigeria.
Akwa-Ibom State: Eket District, 1912-1913, PA, Talbot & Mrs. P. A, Talbot 3108 (holotype, K not seen; isotype, BM!).",0,https://www.biodiversitylibrary.org/page/27274348
"Juvenile plants unbranched or — sparingly branched saplings to 3m high. Juvenile leaves unknown, Adult stems climbing to 15 m high, main stems to 5 cm diam., with bark brown to purplebrown, smooth or with small shallow fissures, bearing some scattered leaves and also lateral branchlets to 25 cm long, these each bearing | to several hooks and sometimes a terminal rosette of leaves: hooks recurved to spiraling, 9-24 mm diam. Adult leaves drying chartaceous to coriaceous, on both surfaces dull to shiny, in life not seen, when dry usually somewhat discolorous, dark brown above, lighter brown below, or sometimes concolorous and gray-lan on both sides: pits dimorphic, small pits sparsely scattered on abaxial surface, sparsely distributed and concentrated near midrib and margins on adaxial surface, large pits 0.3-1.0 mm diam., circular to oval, rare on both surfaces; midrib adaxlally plane to shallowly sulcate, abaxially prominent, sometimes terminating in a tiny gland: secondary veins prominulous on both surfaces: tertiary veins reticulated, prominulous adaxially, nearly plane to prominulous abaxially; margins plane to shortly revolute; stem leaves with persistence unknown, elliptic to obovate, 5.5-23.1 * 2.6-8.8 em, L/W 2.0-4.1, at apex obtuse to rounded, at base truncate to cuneate; secondary veins 4 to 11 pairs, with intramarginal vein situated 2—4 mm from margin; leaves at branchlet apices with persistence unknown, oblanceolate to obovate, 7.2-33.0 X 3.09.4 em, L/W 2.3-4.8, at apex shortly and acutely or obtusely acuminate to obtuse or rounded, at base attenuate or abruptly narrowly contracted (i.e., pseudopetiolate); secondary veins 7 to 16 pairs, with intramarginal vein situated 2-4 mm from margin. Inflorescence lax, paniculate, lateral or subterminal among leaves at apices of branchlets, along peduncle and primary axis occasionally with hooks (e.g.. Jones & Onochie in FHI 16641, P) or bracteal leaves similar to adult stem leaves (e.g., Gereau et al, 5603, MO); peduncle 1.5-8.0 cm long, straight; branched portion corymbiform, 5—15 X 12-20 em, dichotomously branched; bracts triangular-ovate, 0.8-1.6 X 0.5-1.0 mm, at apex acute to obtuse, at base obtuse, marginally entire, abaxially with a discoid gland covering ca. % the surface, occasionally also with | or 2 poorly defined pits near base: pedicels 2-5 mm long. Flowers all pedicellate; sepals 5, oblong to elliptic-oblong, rounded and entire at apex, at base truncate and shortly decurrent on ovary, light green tinged red-purple, abaxially sometimes with 1 to 4 pit-like glands, adaxially with small pits, unequal, larger 3 sepals 3.5-5.1 X 1.4— 2.5 mm, shorter 2 sepals 3.2-4.2 X 2.0-2.9 mm: petals 5, imbricate, oblong-obovate, pale yellow tinged pink, ca. 8.1 X 3.2 mm; stamens 10 in 2 whorls; filaments slender, a little dimorphic, the shorter ca. 4.5 mm long, the longer ca. 5.0 mm long; anthers 0.8-1.0 mm long; ovary ca. % inferior, 1-2 mm long; styles 3, ca. 5 mm long, stigmas ca.
0.4 X 0.9 mm. Fruit turbinate: nut 5-8 X 3-6 mm, on sides longitudinally shallowly 5-ridged by decurrent margins of accrescent sepals; persistent sepal limbs spreading, papyraceous, dark red, unequal, the larger spathulate to oblanceolate, 28—42 * 13-16 mm, the smaller oblong-spathulate, (5—) 12-16 X (4—)5-6 mm; pericarp drying brown, coriaceous: seed not seen.",1,https://www.biodiversitylibrary.org/page/27274348
"Distribution, phenology, and habitat. In evergreen vegetation at 80-600 m, including on open roadsides and along rivers, Nigeria to Gabon: collected in flower in March and November, in fruit in February and September.",0,https://www.biodiversitylibrary.org/page/27274348
"With an EO greater than 20,000 km? and existing in Cameroon, Provisional conservation status.",0,https://www.biodiversitylibrary.org/page/27274348
"Gabon, and Nigeria: Least Concern; with far fewer",0,https://www.biodiversitylibrary.org/page/27274348
"396 Annals of the Missouri Botanical Garden of Arts, Sciences, and Literature. Longman, Hurst, Rees, Orme, & Brown, London, XX vols.",0,https://www.biodiversitylibrary.org/page/27274362
"Rottbgll, C. F. 1783. Biskrivelse over nogle Planter fra de malabariske Kyster. Nye Saml. Kongel. Danske Vidensk. Selsk. Skr. 2: 525-546.",0,https://www.biodiversitylibrary.org/page/27274362
"Scott-Elliot, G. F. 1894. On the botanical results of the Sierra Leone Boundary Commission. J. Linn. Soc., Bot.
30: 64-100.",0,https://www.biodiversitylibrary.org/page/27274362
"Stearn, W. T. 1992.
Charles, London.",0,https://www.biodiversitylibrary.org/page/27274362
"Steenis, C. G. G. J. van. 1948. Ancistrocladaceae. In: C.
G. G. J. van Steenis (editor), Flora Malesiana 4: 8-10.
Noordhoff-Kolff N.V., Jarkarta.",0,https://www.biodiversitylibrary.org/page/27274362
"Stevens, P. F. (consulted Aug. 2004), Angiosperm Phylogeny Website. Version 4, May 2003 [and more or less continuously updated since]. <http://www.mobot.org/ MOBOT/research/A Pweb/>.",0,https://www.biodiversitylibrary.org/page/27274362
"Takhtajan, A. 1986. Floristic Regions of the World. Univ.
California Press, Berkeley.",0,https://www.biodiversitylibrary.org/page/27274362
"Botanical Latin, 4th ed. David & Thomas, D. W. & R. E. Gereau. 1993. Ancistrocladus korupensis (Ancistrocladaceae): A new species of liana from Cameroon. Novon 3: 494-498.",0,https://www.biodiversitylibrary.org/page/27274362
"Thwaites, G. H. K. 1849. XXV. Note on the genus Ancistrocladus of Wallich. Trans. Linn, Soc. London 21: 225-226, |unpaginated] figs. 1-18.",0,https://www.biodiversitylibrary.org/page/27274362
"Tieghem, P. van. 1903. Sur les Ancistrocladacées. J. Bot.
(Morot) 17: 151-168.",0,https://www.biodiversitylibrary.org/page/27274362
"Vahl, M. 1810. Beskrivelse over nye Planteslaegter. Skr.
Naturhist.-Selsk. 6: 84-128.",0,https://www.biodiversitylibrary.org/page/27274362
"Wallich, N. 1829. A numerical list of dried specimens of plants, in the East India Companys Museum collected under the superintendence of Dr. Wallich of the Company’s botanic garden at Calcutta, nos. 1-2153. Lithographed manuscript, London.",0,https://www.biodiversitylibrary.org/page/27274362
"Walpers, W. G. 1851. Annales Botanices Systematicae, Vol. 2. Frederic Hoffmeister, Leipzig.",0,https://www.biodiversitylibrary.org/page/27274362
"Wight, R. 1853. Icones Plantarum Indiae Orientalis 6: t.
1987-1988.",0,https://www.biodiversitylibrary.org/page/27274362
APPENDIX I. KEYS TO ANCISTROCLADUS SPECIES BY CONTINENT 1. KEY TO SPECIES OF ANCISTROCLADUS IN ASIA la. Stamens 5; fruit with nut body ca. 20 X 15-19 mm; plants of Sri Lanka 9. A. hamatus (Vahl) Gilg lb. Stamens 10 to 15 (number unknown in A. griffithii); fruit with nut body 5-10 X 5-14 mm; plants of continental Asia and islands east of Sri Lanka.,0,https://www.biodiversitylibrary.org/page/27274362
"2a, Fruit with accrescent sepals subequal, 5-15 * 4—8 mm; branchlet leaves 10.0-45.0 * 1.5—5.4 em, with L/W 4.3-11.5.",1,https://www.biodiversitylibrary.org/page/27274362
"3a. Branchlet leaves with secondary veins plane on adaxial surface, very slightly prominulous on abaxial 3b.",1,https://www.biodiversitylibrary.org/page/27274362
"surface; sepals in flower 4-9 mm long; petals 5—9 mm long; filaments 4—6 mm long; fruit with nut body ca. 1O X 14 mm, accrescent sepals spathulate 2.0.0.0. .00 0000000000 2. A. attenuatus Dyer Branchlet leaves with secondary veins prominulous on both surfaces; sepals in flower 1.9-2.2 mm long; petals ca. 1.7 mm long; filaments 0.2-0.5 mm long; fruit with nut body 5-6 X 8-10 mm, accrescent sepals oblanceolate 7. A. griffithii Planch.",1,https://www.biodiversitylibrary.org/page/27274362
"Fruit with accrescent sepals markedly unequal in size (e.g., Fig. 1F, G), the larger ones 25-56 X 10-25 mm; branchlet leaves 7.0-50.2 X 2.1-11.7 em, with L/W 1.7-6.3.",1,https://www.biodiversitylibrary.org/page/27274362
4a.,0,https://www.biodiversitylibrary.org/page/27274362
Ab.,0,https://www.biodiversitylibrary.org/page/27274362
"Branchlet leaves with midrib adaxially plane to a little prominulous, intramarginal vein situated 2-4 mm from margin; sepals in flower 6.0—6.5 mm long; petals 6-7 mm long; fruit with larger accrescent sepals 25-40 X 12-17 mm, the smaller accrescent sepals 19-26 X 5-7 mm; plants of the Indian subcontinent 10. A. heyneanus Wall. ex J. Graham Branchlet leaves with midrib adaxially shallowly sulcate, intramarginal vein situated 0-2 mm from margin; sepals in flower 3.2—5.5 mm long; petals 5-6 mm long; fruit with larger accrescent sepals 30-56 * 10-25 mm, smaller accrescent sepals 20-40 X 5-19 mm; plants of Asia east of the Indian subcontinent 16. A. tectorius (Lour.) Merr.",1,https://www.biodiversitylibrary.org/page/27274362
"2. KEY TO SPECIES OF ANCISTROCLADUS IN AFRICA la, Adult leaves with large pits usually oblong, (0.5—)2.0-4.0 X 0.5-1.0 mm; branchlet leaves narrowly oblanceolate to elliptic-oblanceolate, with L/W 3.5-15.5; inflorescence bracts spathulate, elongated at base, by late anthesis becoming cochleate to clavate; stems smooth or with small epidermal protuberances 12. A. letestui Pellegr.",1,https://www.biodiversitylibrary.org/page/27274362
"lb. Adult leaves with large pits circular to elliptic or oval, 0.1-1.0 mm diam.; branchlet leaves oblanceolate to elliptic or obovate, with L/W 1.3-5.8; inflorescence bracts triangular to ovate, not elongated at base; stems smooth.",1,https://www.biodiversitylibrary.org/page/27274362
"2a. External sepals without abaxial glands (visible in flower and young fruit).
3a. Fruit with nut body 5-8 * 3-6 mm, with smaller accrescent sepals 5-20 mm long.
4a. Adult leaves drying usually somewhat discolorous, dark brown above, lighter brown beneath, or sometimes concolorous and gray-tan on both sides; branchlet leaves with secondary veins 7 to 16 pairs, with intramarginal vein situated 2-4 mm from margin; inflorescence bracts abaxially with a gland covering ca. % the surface; pedicels 2-5 mm long; petals imbricate, ca. 8.1 mm long; filaments 4.5—5.0 mm long; styles ca. 5 mm long; plants of Nigeria, Cameroon, and Gabon 8. A. guineensis Oliv.",1,https://www.biodiversitylibrary.org/page/27274362
"4b. Adult leaves drying discolorous, dark brown above, yellow-green beneath; branchlet leaves with secondary veins 10 to 25 pairs, with intramarginal vein situated 0-1 mm from margin; inflores",1,https://www.biodiversitylibrary.org/page/27274362
"Volume 92, Number 3 Taylor et al. 397 2005 Revision of Ancistrocladus cence bracts eglandular; pedicels 5-12 mm long; petals convolute, 5-7 mm long; filaments 1.0— 2.0 mm long; styles ca. 3 mm long; plants of coastal Kenya .... 14. A. robertsoniorum J. Léonard 3b. Fruit with nut body 10-12 * 9-12 mm, with smaller accrescent sepals 11-30 mm long.
5a. Branchlet leaves oblanceolate, with L/W 2.9-4..2; inflorescence with peduncle 4.0-13.0 cm long, branched portion 7-16 X 12-20 em, bracts 0.5—1.0 mm long, abaxially eglandular; plants of Nigeria and Cameroon ..............202-200055 11. A. korupensis D. W. Thomas & Gereau 5b. Branchlet leaves oblanceolate to narrowly so, with L/W 4.0—5.8; inflorescence with peduncle 1.1— 3.5 em long, branched portion 3.5-8.0 * 6-11 cm, bracts 1.1-1.8 mm long, abaxially with a gland occupying 4—% of surface; plants of Tanzania .... 2... 15. A. tanzaniensis Cheek & Frim.
2b, External sepals with | to 6 abaxial glands (visible in flower and young fruit).
6a. Inflorescence subcapitate to congested-cymose, solitary, apparently terminal, subsessile or with peduncle to 0.5 em long ...........20002000005 la. A. abbreviatus Airy Shaw subsp. abbreviatus 6b. Inflorescence paniculate to corymbiform with ultimate axes sometimes racemiform, solitary to several, lateral, subterminal or apparently terminal, with peduncle 1-13 cm long.
7a. Sepals distinctly unequal in size in flower and fruit, with three larger and two smaller.
8a. Sepals 4 or 5, in flower [6.5—9.0]9.5-14.2 mm long; petals 4 or 5, in flower [9.0—]9.5—12.0 0008 (0) 1) eee ee re eee ee ee 6. A. grandiflorus Cheek 8b. Sepals 5, in flower 2.5-6.0 mm long: petals 5, in flower 2-10 mm long.
9a. Adult leaves drying usually somewhat discolorous, dark brown above, lighter brown beneath, or sometimes concolorous and gray-tan on both sides; pedicels 2—5 mm long; fruit with nut body 5-8 X 3-O mm ..... 02.02.0000 00 eee 8. A. guineensis Oliv.",1,https://www.biodiversitylibrary.org/page/27274363
