Species name,Genus,Major group
Carex handelii,Carex,Angiosperm
Carex hangzhouensis,Carex,Angiosperm
Carex harlandii,Carex,Angiosperm
Carex harrysmithii,Carex,Angiosperm
Carex hastata,Carex,Angiosperm
Carex hattoriana,Carex,Angiosperm
Carex hebecarpa,Carex,Angiosperm
Carex hemineuros,Carex,Angiosperm
Carex henryi,Carex,Angiosperm
Carex heshuonensis,Carex,Angiosperm
Carex heterolepis,Carex,Angiosperm
Carex heterostachya,Carex,Angiosperm
Carex heudesii,Carex,Angiosperm
Carex hezhouensis,Carex,Angiosperm
Carex hirtelloides,Carex,Angiosperm
Carex hirticaulis,Carex,Angiosperm
Carex hirtiutriculata,Carex,Angiosperm
Carex hongyuanensis,Carex,Angiosperm
Carex hoozanensis,Carex,Angiosperm
Carex huashanica,Carex,Angiosperm
Carex humida,Carex,Angiosperm
Carex humilis,Carex,Angiosperm
Carex humilis var. humilis,Carex,Angiosperm
Carex humilis var. scirrobasis,Carex,Angiosperm
Carex huolushanensis,Carex,Angiosperm
Carex hypoblephara,Carex,Angiosperm
Carex hypochlora,Carex,Angiosperm
Carex idzuroei,Carex,Angiosperm
Carex inanis,Carex,Angiosperm
Carex indica,Carex,Angiosperm
Carex indiciformis,Carex,Angiosperm
Carex infossa,Carex,Angiosperm
Carex infossa var. extensa,Carex,Angiosperm
Carex infossa var. infossa,Carex,Angiosperm
Carex insignis,Carex,Angiosperm
Carex ischnostachya,Carex,Angiosperm
Carex ivanoviae,Carex,Angiosperm
Carex jaluensis,Carex,Angiosperm
Carex japonica,Carex,Angiosperm
Carex jiaodongensis,Carex,Angiosperm
Carex jinfoshanensis,Carex,Angiosperm
Carex jiuxianshanensis,Carex,Angiosperm
Carex jizhuangensis,Carex,Angiosperm
Carex kansuensis,Carex,Angiosperm
Carex kaoi,Carex,Angiosperm
Carex karlongensis,Carex,Angiosperm
Carex karoi,Carex,Angiosperm
Carex kiangsuensis,Carex,Angiosperm
Carex kiotensis,Carex,Angiosperm
Carex kirganica,Carex,Angiosperm
Carex kirinensis,Carex,Angiosperm
Carex kobomugi,Carex,Angiosperm
Carex korshinskii,Carex,Angiosperm
Carex kuchunensis,Carex,Angiosperm
Carex kucyniakii,Carex,Angiosperm
Carex kunlunsanensis,Carex,Angiosperm
Carex kwangsiensis,Carex,Angiosperm
Carex kwangtoushanica,Carex,Angiosperm
Carex lachenalii,Carex,Angiosperm
Carex laeta,Carex,Angiosperm
Carex laevissima,Carex,Angiosperm
Carex lancangensis,Carex,Angiosperm
Carex lanceolata,Carex,Angiosperm
Carex lanceolata var. lanceolata,Carex,Angiosperm
Carex lanceolata var. laxa,Carex,Angiosperm
Carex lanceolata var. subpediformis,Carex,Angiosperm
Carex lancifolia,Carex,Angiosperm
Carex lancisquamata,Carex,Angiosperm
Carex laricetorum,Carex,Angiosperm
Carex lasiocarpa,Carex,Angiosperm
Carex laticeps,Carex,Angiosperm
Carex latisquamea,Carex,Angiosperm
Carex laxa,Carex,Angiosperm
Carex ledebouriana,Carex,Angiosperm
Carex lehmannii,Carex,Angiosperm
Carex leiorhyncha,Carex,Angiosperm
Carex leporina,Carex,Angiosperm
Carex lianchengensis,Carex,Angiosperm
Carex ligata,Carex,Angiosperm
Carex ligulata,Carex,Angiosperm
Carex limosa,Carex,Angiosperm
Carex limprichtiana,Carex,Angiosperm
Carex lingii,Carex,Angiosperm
Carex liouana,Carex,Angiosperm
Carex liqingii,Carex,Angiosperm
Carex lithophila,Carex,Angiosperm
Carex litorhyncha,Carex,Angiosperm
Carex liui,Carex,Angiosperm
Carex loliacea,Carex,Angiosperm
Carex longerostrata,Carex,Angiosperm
Carex longerostrata var. exaristata,Carex,Angiosperm
Carex longerostrata var. hoi,Carex,Angiosperm
Carex longerostrata var. longerostrata,Carex,Angiosperm
Carex longerostrata var. pallida,Carex,Angiosperm
Carex longipes,Carex,Angiosperm
Carex longipes var. longipes,Carex,Angiosperm
Carex longipes var. sessilis,Carex,Angiosperm
Carex longispiculata,Carex,Angiosperm
Carex longpanlaensis,Carex,Angiosperm
Carex longqishanensis,Carex,Angiosperm
Carex longshengensis,Carex,Angiosperm
Carex luctuosa,Carex,Angiosperm
Carex lushanensis,Carex,Angiosperm
Carex maackii,Carex,Angiosperm
Carex macrandrolepis,Carex,Angiosperm
Carex macrosandra,Carex,Angiosperm
Carex maculata,Carex,Angiosperm
Carex magnoutriculata,Carex,Angiosperm
Carex makinoensis,Carex,Angiosperm
Carex makuensis,Carex,Angiosperm
Carex manca,Carex,Angiosperm
Carex manca subsp. jiuhuaensis,Carex,Angiosperm
Carex manca subsp. manca,Carex,Angiosperm
Carex manca subsp. takasagoana,Carex,Angiosperm
Carex manca subsp. wichurae,Carex,Angiosperm
Carex manciformis,Carex,Angiosperm
Carex maorshanica,Carex,Angiosperm
Carex maquensis,Carex,Angiosperm
Carex maubertiana,Carex,Angiosperm
Carex maximowiczii,Carex,Angiosperm
Carex meihsienica,Carex,Angiosperm
Carex melanantha,Carex,Angiosperm
Carex melananthiformis,Carex,Angiosperm
Carex melanocephala,Carex,Angiosperm
Carex melanostachya,Carex,Angiosperm
Carex melinacra,Carex,Angiosperm
Carex melinacra var. changningensis,Carex,Angiosperm
Carex melinacra var. melinacra,Carex,Angiosperm
Carex metallica,Carex,Angiosperm
Carex meyeriana,Carex,Angiosperm
Carex micrantha,Carex,Angiosperm
Carex microglochin,Carex,Angiosperm
Carex middendorffii,Carex,Angiosperm
Carex minquinensis,Carex,Angiosperm
Carex minuticulmis,Carex,Angiosperm
Carex minxianensis,Carex,Angiosperm
Carex minxianica,Carex,Angiosperm
Carex mitrata,Carex,Angiosperm
Carex mitrata var. aristata,Carex,Angiosperm
Carex mitrata var. mitrata,Carex,Angiosperm
Carex miyabei var. maopengensis,Carex,Angiosperm
Carex mollicula,Carex,Angiosperm
Carex mollissima,Carex,Angiosperm
Carex montis-everestii,Carex,Angiosperm
Carex montis-wutaii,Carex,Angiosperm
Carex moorcroftii,Carex,Angiosperm
Carex morii,Carex,Angiosperm
Carex mosoynensis,Carex,Angiosperm
Carex motuoensis,Carex,Angiosperm
Carex moupinensis,Carex,Angiosperm
Carex mucronatiformis,Carex,Angiosperm
Carex muliensis,Carex,Angiosperm
Carex munda,Carex,Angiosperm
Carex myosurus,Carex,Angiosperm
Carex nachiana,Carex,Angiosperm
Carex nakaoana,Carex,Angiosperm
Carex nanchuanensis,Carex,Angiosperm
Carex nemostachys,Carex,Angiosperm
Carex neodigyna,Carex,Angiosperm
Carex neopolycephala,Carex,Angiosperm
Carex neopolycephala var. neopolycephala,Carex,Angiosperm
Carex neopolycephala var. simplex,Carex,Angiosperm
Carex nervata,Carex,Angiosperm
Carex neurocarpa,Carex,Angiosperm
Carex nitidiutriculata,Carex,Angiosperm
Carex nivalis,Carex,Angiosperm
Carex nubigena,Carex,Angiosperm
Carex nubigena subsp. albata,Carex,Angiosperm
Carex nubigena subsp. nubigena,Carex,Angiosperm
Carex nubigena subsp. pseudoarenicola,Carex,Angiosperm
Carex oblanceolata,Carex,Angiosperm
Carex obliquicarpa,Carex,Angiosperm
Carex obliquitruncata,Carex,Angiosperm
Carex obovatosquamata,Carex,Angiosperm
Carex obscura var. brachycarpa,Carex,Angiosperm
Carex obscuriceps,Carex,Angiosperm
Carex obtusata,Carex,Angiosperm
Carex oedorrhampha,Carex,Angiosperm
Carex oligostachya,Carex,Angiosperm
Carex olivacea,Carex,Angiosperm
Carex omeiensis,Carex,Angiosperm
Carex omiana,Carex,Angiosperm
Carex onoei,Carex,Angiosperm
Carex orbicularinucis,Carex,Angiosperm
Carex orbicularis,Carex,Angiosperm
Carex orthostachys,Carex,Angiosperm
Carex orthostemon,Carex,Angiosperm
Carex otaruensis,Carex,Angiosperm
Carex otrubae,Carex,Angiosperm
Carex ovatispiculata,Carex,Angiosperm
Carex oxyphylla,Carex,Angiosperm
Carex pachyneura,Carex,Angiosperm
Carex pallida,Carex,Angiosperm
Carex pallida var. angustifolia,Carex,Angiosperm
Carex pallida var. pallida,Carex,Angiosperm
Carex pamirensis,Carex,Angiosperm
Carex pamirensis subsp. angustispicata,Carex,Angiosperm
Carex pamirensis subsp. pamirensis,Carex,Angiosperm
Carex paracuraica,Carex,Angiosperm
Carex parva,Carex,Angiosperm
Carex paxii,Carex,Angiosperm
Carex pediformis,Carex,Angiosperm
Carex pediformis var. pediformis,Carex,Angiosperm
Carex pediformis var. pedunculata,Carex,Angiosperm
Carex peiktusani,Carex,Angiosperm
Carex peliosanthifolia,Carex,Angiosperm
Carex perakensis,Carex,Angiosperm
Carex pergracilis,Carex,Angiosperm
Carex phacota,Carex,Angiosperm
Carex phaenocarpa,Carex,Angiosperm
Carex phyllocephala,Carex,Angiosperm
Carex physodes,Carex,Angiosperm
Carex pilosa,Carex,Angiosperm
Carex pilosa var. auriculata,Carex,Angiosperm
Carex pilosa var. pilosa,Carex,Angiosperm
Carex pisiformis,Carex,Angiosperm
Carex planiculmis,Carex,Angiosperm
Carex planiscapa,Carex,Angiosperm
Carex platysperma,Carex,Angiosperm
Carex platysperma var. platysperma,Carex,Angiosperm
Carex platysperma var. sungareensis,Carex,Angiosperm
Carex plectobasis,Carex,Angiosperm
Carex poculisquama,Carex,Angiosperm
Carex polymascula,Carex,Angiosperm
Carex polyschoenoides,Carex,Angiosperm
Carex pomiensis,Carex,Angiosperm
Carex praeclara,Carex,Angiosperm
Carex praelonga,Carex,Angiosperm
Carex prolongata,Carex,Angiosperm
Carex pruinosa,Carex,Angiosperm
Carex przewalskii,Carex,Angiosperm
Carex pseudocuraica,Carex,Angiosperm
Carex pseudocyperus,Carex,Angiosperm
Carex pseudodispalata,Carex,Angiosperm
Carex pseudofoetida,Carex,Angiosperm
Carex pseudohumilis,Carex,Angiosperm
Carex pseudolaticeps,Carex,Angiosperm
Carex pseudoligulata,Carex,Angiosperm
Carex pseudolongerostrata,Carex,Angiosperm
Carex pseudophyllocephala,Carex,Angiosperm
Carex pseudosupina,Carex,Angiosperm
Carex pseudotristachya,Carex,Angiosperm
Carex psychrophila,Carex,Angiosperm
Carex pterocaulos,Carex,Angiosperm
Carex pumila,Carex,Angiosperm
Carex purpureosquamata,Carex,Angiosperm
Carex purpureotincta,Carex,Angiosperm
Carex purpureovagina,Carex,Angiosperm
Carex putuoensis,Carex,Angiosperm
Carex pycnostachya,Carex,Angiosperm
Carex qingdaoensis,Carex,Angiosperm
Carex qinghaiensis,Carex,Angiosperm
Carex qingliangensis,Carex,Angiosperm
Carex qingyangensis,Carex,Angiosperm
Carex qiyunensis,Carex,Angiosperm
Carex quadriflora,Carex,Angiosperm
Carex raddei,Carex,Angiosperm
Carex radiciflora,Carex,Angiosperm
Carex radicina,Carex,Angiosperm
Carex rafflesiana,Carex,Angiosperm
Carex rara,Carex,Angiosperm
Carex recurvisaccus,Carex,Angiosperm
Carex regeliana,Carex,Angiosperm
Carex remotiuscula,Carex,Angiosperm
Carex reptabunda,Carex,Angiosperm
Carex retrofracta,Carex,Angiosperm
Carex rhizopoda,Carex,Angiosperm
Carex rhynchachaenium,Carex,Angiosperm
Carex rhynchophora,Carex,Angiosperm
Carex rhynchophysa,Carex,Angiosperm
Carex ridongensis,Carex,Angiosperm
Carex riparia,Carex,Angiosperm
Carex rochebrunii,Carex,Angiosperm
Carex rochebrunii subsp. remotispicula,Carex,Angiosperm
Carex rochebrunii subsp. reptans,Carex,Angiosperm
Carex rochebrunii subsp. rochebrunii,Carex,Angiosperm
Carex rostrata,Carex,Angiosperm
Carex rubrobrunnea,Carex,Angiosperm
Carex rubrobrunnea var. brevibracteata,Carex,Angiosperm
Carex rubrobrunnea var. rubrobrunnea,Carex,Angiosperm
Carex rubrobrunnea var. taliensis,Carex,Angiosperm
Carex rugata,Carex,Angiosperm
Carex rugulosa,Carex,Angiosperm
Carex sabulosa,Carex,Angiosperm
Carex sadoensis,Carex,Angiosperm
Carex sagaensis,Carex,Angiosperm
Carex sanjappae,Carex,Angiosperm
Carex satakeana,Carex,Angiosperm
Carex satsumensis,Carex,Angiosperm
Carex saxicola,Carex,Angiosperm
Carex scabrifolia,Carex,Angiosperm
Carex scabrirostris,Carex,Angiosperm
Carex scabrisacca,Carex,Angiosperm
Carex scaposa,Carex,Angiosperm
Carex scaposa var. dolicostachya,Carex,Angiosperm
Carex scaposa var. hirsuta,Carex,Angiosperm
Carex scaposa var. scaposa,Carex,Angiosperm
Carex schmidtii,Carex,Angiosperm
Carex schneideri,Carex,Angiosperm
Carex sclerocarpa,Carex,Angiosperm
Carex scolopendriformis,Carex,Angiosperm
CAREX sect. ACROCYSTIS,Carex,Angiosperm
CAREX sect. ALBAE,Carex,Angiosperm
CAREX sect. ANOMALAE,Carex,Angiosperm
CAREX sect. AULOCYSTIS,Carex,Angiosperm
CAREX sect. CAPITULIGERAE,Carex,Angiosperm
CAREX sect. CAREX,Carex,Angiosperm
CAREX sect. CAREYANAE,Carex,Angiosperm
CAREX sect. CHLOROSTACHYAE,Carex,Angiosperm
CAREX sect. CLANDESTINAE,Carex,Angiosperm
Carex sect. Confertiflorae,Carex,Angiosperm
Carex sect. Cryptostachyae,Carex,Angiosperm
CAREX sect. CYPEROIDEAE,Carex,Angiosperm
Carex sect. Debiles,Carex,Angiosperm
Carex sect. Decorae,Carex,Angiosperm
CAREX sect. DISPERMAE,Carex,Angiosperm
Carex sect. Echinochloomorphae,Carex,Angiosperm
Carex sect. Euprepes,Carex,Angiosperm
CAREX sect. FOETIDAE,Carex,Angiosperm
Carex sect. Forficulae,Carex,Angiosperm
Carex sect. Gibbae,Carex,Angiosperm
CAREX sect. GLAREOSAE,Carex,Angiosperm
Carex sect. Glauciformes,Carex,Angiosperm
Carex sect. Graciles,Carex,Angiosperm
Carex sect. Grallatoriae,Carex,Angiosperm
Carex sect. Hangzhouenses,Carex,Angiosperm
CAREX sect. HELEOGLOCHIN,Carex,Angiosperm
Carex sect. Hemiscaposae,Carex,Angiosperm
Carex sect. Hirtae,Carex,Angiosperm
CAREX sect. HOLARRHENAE,Carex,Angiosperm
CAREX sect. HYMENOCHLAENAE,Carex,Angiosperm
Carex sect. Hypolytroides,Carex,Angiosperm
Carex sect. Indicae,Carex,Angiosperm
Carex sect. Japonicae,Carex,Angiosperm
Carex sect. Lageniformes,Carex,Angiosperm
CAREX sect. LAMPROCHLAENAE,Carex,Angiosperm
CAREX sect. LEUCOGLOCHIN,Carex,Angiosperm
CAREX sect. LIMOSAE,Carex,Angiosperm
CAREX sect. MACROCEPHALAE,Carex,Angiosperm
CAREX sect. Mitratae,Carex,Angiosperm
Carex sect. Molliculae,Carex,Angiosperm
Carex sect. Mundae,Carex,Angiosperm
Carex sect. Occlusae,Carex,Angiosperm
CAREX sect. OVALES,Carex,Angiosperm
CAREX sect. PALUDOSAE,Carex,Angiosperm
CAREX sect. PANICEAE,Carex,Angiosperm
CAREX sect. PHACOCYSTIS,Carex,Angiosperm
Carex sect. Phleoideae,Carex,Angiosperm
Carex sect. Physocarpae,Carex,Angiosperm
Carex sect. Physodeae,Carex,Angiosperm
CAREX sect. PHYSOGLOCHIN,Carex,Angiosperm
Carex sect. Planatae,Carex,Angiosperm
Carex sect. Polystachyae,Carex,Angiosperm
Carex sect. Praelongae,Carex,Angiosperm
Carex sect. Pseudocypereae,Carex,Angiosperm
CAREX sect. RACEMOSAE,Carex,Angiosperm
Carex sect. Radicales,Carex,Angiosperm
Carex sect. Rarae,Carex,Angiosperm
Carex sect. Remotae,Carex,Angiosperm
Carex sect. Rhizopodae,Carex,Angiosperm
Carex sect. Rhomboidales,Carex,Angiosperm
CAREX sect. RUPESTRES,Carex,Angiosperm
Carex sect. Scabrellae,Carex,Angiosperm
Carex sect. Secalinae,Carex,Angiosperm
Carex sect. Siderostictae,Carex,Angiosperm
CAREX sect. STELLULATAE,Carex,Angiosperm
Carex sect. Surculosae,Carex,Angiosperm
Carex sect. Thomsonianae,Carex,Angiosperm
Carex sect. Tuminenses,Carex,Angiosperm
CAREX sect. VULPINAE,Carex,Angiosperm
Carex sedakowii,Carex,Angiosperm
Carex sendaica,Carex,Angiosperm
Carex sendaica var. pseudosendaica,Carex,Angiosperm
Carex sendaica var. sendaica,Carex,Angiosperm
Carex serreana,Carex,Angiosperm
Carex setigera,Carex,Angiosperm
Carex setigera var. schlagintweitiana,Carex,Angiosperm
Carex setigera var. setigera,Carex,Angiosperm
Carex setosa,Carex,Angiosperm
Carex setosa var. mianxianica,Carex,Angiosperm
Carex setosa var. punctata,Carex,Angiosperm
Carex setosa var. setosa,Carex,Angiosperm
Carex shaanxiensis,Carex,Angiosperm
Carex shandanica,Carex,Angiosperm
Carex shangchengensis,Carex,Angiosperm
Carex shanghangensis,Carex,Angiosperm
Carex shuangbaiensis,Carex,Angiosperm
Carex shuchengensis,Carex,Angiosperm
Carex sichouensis,Carex,Angiosperm
Carex siderosticta,Carex,Angiosperm
Carex siderosticta var. pilosa,Carex,Angiosperm
Carex siderosticta var. siderosticta,Carex,Angiosperm
Carex simulans,Carex,Angiosperm
Carex simulans var. densiflora,Carex,Angiosperm
Carex simulans var. simulans,Carex,Angiosperm
Carex sinoaristata,Carex,Angiosperm
Carex sinodissitiflora,Carex,Angiosperm
Carex siroumensis,Carex,Angiosperm
Carex sociata,Carex,Angiosperm
Carex songorica,Carex,Angiosperm
Carex spachiana,Carex,Angiosperm
Carex speciosa,Carex,Angiosperm
Carex speciosa subsp. dilatata,Carex,Angiosperm
Carex speciosa subsp. speciosa,Carex,Angiosperm
Carex speciosa subsp. varmae,Carex,Angiosperm
Carex stenocarpa,Carex,Angiosperm
Carex stipata,Carex,Angiosperm
Carex stipitinux,Carex,Angiosperm
Carex stipitiutriculata,Carex,Angiosperm
Carex stramentitia,Carex,Angiosperm
Carex subcapitata,Carex,Angiosperm
Carex subcernua,Carex,Angiosperm
Carex subebracteata,Carex,Angiosperm
Carex subfilicinoides,Carex,Angiosperm
Carex subg. Carex,Carex,Angiosperm
Carex subg. Vignea,Carex,Angiosperm
Carex subg. Vigneastra,Carex,Angiosperm
Carex submollicula,Carex,Angiosperm
Carex subperakensis,Carex,Angiosperm
Carex subpumila,Carex,Angiosperm
Carex subsect. Caespitosae,Carex,Angiosperm
Carex subsect. Ferrugineae,Carex,Angiosperm
Carex subsect. Fuliginosae,Carex,Angiosperm
Carex subsect. Gynaecandrae,Carex,Angiosperm
Carex subsect. Rigidae,Carex,Angiosperm
Carex subtransversa,Carex,Angiosperm
Carex subtumida,Carex,Angiosperm
Carex sutchuensis,Carex,Angiosperm
Carex taihuensis,Carex,Angiosperm
Carex taipaishanica,Carex,Angiosperm
Carex taldycola,Carex,Angiosperm
Carex tangiana,Carex,Angiosperm
Carex tangii,Carex,Angiosperm
Carex tangulashanensis,Carex,Angiosperm
Carex tapinzensis,Carex,Angiosperm
Carex tarunensis,Carex,Angiosperm
Carex tatsiensis,Carex,Angiosperm
Carex tatsutakensis,Carex,Angiosperm
Carex teinogyna,Carex,Angiosperm
Carex tenebrosa,Carex,Angiosperm
Carex tenuiflora,Carex,Angiosperm
Carex tenuiformis,Carex,Angiosperm
Carex tenuipaniculata,Carex,Angiosperm
Carex tenuispicula,Carex,Angiosperm
Carex teres,Carex,Angiosperm
Carex thibetica,Carex,Angiosperm
Carex thibetica var. minor,Carex,Angiosperm
Carex thibetica var. pauciflora,Carex,Angiosperm
Carex thibetica var. thibetica,Carex,Angiosperm
Carex thomsonii,Carex,Angiosperm
Carex thunbergii,Carex,Angiosperm
Carex tianmushanica,Carex,Angiosperm
Carex transversa,Carex,Angiosperm
Carex tricephala,Carex,Angiosperm
Carex tristachya,Carex,Angiosperm
Carex tristachya var. pocilliformis,Carex,Angiosperm
Carex tristachya var. tristachya,Carex,Angiosperm
Carex trongii,Carex,Angiosperm
Carex truncatigluma,Carex,Angiosperm
Carex tsaiana,Carex,Angiosperm
Carex tsiangii,Carex,Angiosperm
Carex tsoi,Carex,Angiosperm
Carex tuminensis,Carex,Angiosperm
Carex tungfangensis,Carex,Angiosperm
Carex turkestanica,Carex,Angiosperm
Carex uda,Carex,Angiosperm
Carex ulobasis,Carex,Angiosperm
Carex unisexualis,Carex,Angiosperm
Carex urelytra,Carex,Angiosperm
Carex ussuriensis,Carex,Angiosperm
Carex vaginata,Carex,Angiosperm
Carex vaginata var. petersii,Carex,Angiosperm
Carex vaginata var. vaginata,Carex,Angiosperm
Carex vanheurckii,Carex,Angiosperm
Carex vesicaria,Carex,Angiosperm
Carex vesicata,Carex,Angiosperm
Carex viridimarginata,Carex,Angiosperm
Carex vulpina,Carex,Angiosperm
Carex wahuensis subsp. robusta,Carex,Angiosperm
Carex wawuensis,Carex,Angiosperm
Carex wenshanensis,Carex,Angiosperm
Carex wui,Carex,Angiosperm
Carex wushanensis,Carex,Angiosperm
Carex wutuensis,Carex,Angiosperm
Carex wuyishanensis,Carex,Angiosperm
Carex xiangxiensis,Carex,Angiosperm
Carex xiphium,Carex,Angiosperm
Carex yajiangensis,Carex,Angiosperm
Carex yamatsutana,Carex,Angiosperm
Carex yandangshanica,Carex,Angiosperm
Carex yangshuoensis,Carex,Angiosperm
Carex ypsilandrifolia,Carex,Angiosperm
Carex yuexiensis,Carex,Angiosperm
Carex yulungshanensis,Carex,Angiosperm
Carex yunlingensis,Carex,Angiosperm
Carex yunnanensis,Carex,Angiosperm
Carex yunyiana,Carex,Angiosperm
Carex zekogensis,Carex,Angiosperm
Carex zhejiangensis,Carex,Angiosperm
Carex zhenkangensis,Carex,Angiosperm
Carex zhonghaiensis,Carex,Angiosperm
Carex zizaniifolia,Carex,Angiosperm
Carex zunyiensis,Carex,Angiosperm
Amygdalus communis,Amygdalus,Angiosperm
Amygdalus davidiana,Amygdalus,Angiosperm
Amygdalus davidiana var. davidiana,Amygdalus,Angiosperm
Amygdalus davidiana var. potaninii,Amygdalus,Angiosperm
Amygdalus ferganensis,Amygdalus,Angiosperm
Amygdalus kansuensis,Amygdalus,Angiosperm
Amygdalus mira,Amygdalus,Angiosperm
Amygdalus mongolica,Amygdalus,Angiosperm
Amygdalus nana,Amygdalus,Angiosperm
Amygdalus pedunculata,Amygdalus,Angiosperm
Amygdalus persica,Amygdalus,Angiosperm
Amygdalus tangutica,Amygdalus,Angiosperm
Amygdalus triloba,Amygdalus,Angiosperm
Armeniaca dasycarpa,Armeniaca,Angiosperm
Armeniaca holosericea,Armeniaca,Angiosperm
Armeniaca hongpingensis,Armeniaca,Angiosperm
Armeniaca hypotrichodes,Armeniaca,Angiosperm
Armeniaca limeixing,Armeniaca,Angiosperm
Armeniaca mandshurica,Armeniaca,Angiosperm
Armeniaca mandshurica var. glabra,Armeniaca,Angiosperm
Armeniaca mandshurica var. mandshurica,Armeniaca,Angiosperm
Armeniaca mume,Armeniaca,Angiosperm
Armeniaca mume var. cernua,Armeniaca,Angiosperm
Armeniaca mume var. mume,Armeniaca,Angiosperm
Armeniaca mume var. pallescens,Armeniaca,Angiosperm
Armeniaca mume var. pubicaulina,Armeniaca,Angiosperm
Armeniaca sibirica,Armeniaca,Angiosperm
Armeniaca sibirica var. multipetala,Armeniaca,Angiosperm
Armeniaca sibirica var. pleniflora,Armeniaca,Angiosperm
Armeniaca sibirica var. pubescens,Armeniaca,Angiosperm
Armeniaca sibirica var. sibirica,Armeniaca,Angiosperm
Armeniaca vulgaris,Armeniaca,Angiosperm
Armeniaca vulgaris var. ansu,Armeniaca,Angiosperm
Armeniaca vulgaris var. meixianensis,Armeniaca,Angiosperm
Armeniaca vulgaris var. vulgaris,Armeniaca,Angiosperm
Armeniaca vulgaris var. zhidanensis,Armeniaca,Angiosperm
Armeniaca xianjuxing,Armeniaca,Angiosperm
Armeniaca zhengheensis,Armeniaca,Angiosperm
Malus asiatica,Malus,Angiosperm
Malus baccata,Malus,Angiosperm
Malus baccata var. baccata,Malus,Angiosperm
Malus baccata var. gracilis,Malus,Angiosperm
Malus daochengensis,Malus,Angiosperm
Malus doumeri,Malus,Angiosperm
Malus halliana,Malus,Angiosperm
Malus honanensis,Malus,Angiosperm
Malus hupehensis,Malus,Angiosperm
Malus hupehensis var. mengshanensis,Malus,Angiosperm
Malus hupehensis var. taiensis,Malus,Angiosperm
Malus jinxianensis,Malus,Angiosperm
Malus kansuensis,Malus,Angiosperm
Malus kansuensis var. calva,Malus,Angiosperm
Malus kansuensis var. kansuensis,Malus,Angiosperm
Malus komarovii,Malus,Angiosperm
Malus leiocalyca,Malus,Angiosperm
Malus mandshurica,Malus,Angiosperm
Malus ombrophila,Malus,Angiosperm
Malus prattii,Malus,Angiosperm
Malus prattii var. glabrata,Malus,Angiosperm
Malus prunifolia,Malus,Angiosperm
Malus pumila,Malus,Angiosperm
Malus rockii,Malus,Angiosperm
Malus rockii var. calvostylata,Malus,Angiosperm
Malus sieboldii,Malus,Angiosperm
Malus sieversii,Malus,Angiosperm
Malus sikkimensis,Malus,Angiosperm
Malus spectabilis,Malus,Angiosperm
Malus toringoides,Malus,Angiosperm
Malus transitoria,Malus,Angiosperm
Malus transitoria var. centralasiatica,Malus,Angiosperm
Malus transitoria var. glabrescens,Malus,Angiosperm
Malus transitoria var. transitoria,Malus,Angiosperm
Malus x micromalus,Malus,Angiosperm
Malus yunnanensis,Malus,Angiosperm
Malus yunnanensis var. veitchii,Malus,Angiosperm
Malus yunnanensis var. yunnanensis,Malus,Angiosperm
Cerasus avium,Cerasus,Angiosperm
Cerasus campanulata,Cerasus,Angiosperm
Cerasus campanulata var. wuyiensis,Cerasus,Angiosperm
Cerasus caudata,Cerasus,Angiosperm
Cerasus cerasoides,Cerasus,Angiosperm
Cerasus clarofolia,Cerasus,Angiosperm
Cerasus conadenia,Cerasus,Angiosperm
Cerasus conradinae,Cerasus,Angiosperm
Cerasus crataegifolius,Cerasus,Angiosperm
Cerasus cyclamina,Cerasus,Angiosperm
Cerasus cyclamina var. biflora,Cerasus,Angiosperm
Cerasus cyclamina var. cyclamina,Cerasus,Angiosperm
Cerasus dictyoneura,Cerasus,Angiosperm
Cerasus dielsiana,Cerasus,Angiosperm
Cerasus dielsiana var. abbreviata,Cerasus,Angiosperm
Cerasus dielsiana var. dielsiana,Cerasus,Angiosperm
Cerasus discadenia,Cerasus,Angiosperm
Cerasus discoidea,Cerasus,Angiosperm
Cerasus dolichadenia,Cerasus,Angiosperm
Cerasus fruticosa,Cerasus,Angiosperm
Cerasus glandulosa,Cerasus,Angiosperm
Cerasus hefengensis,Cerasus,Angiosperm
Cerasus henryi,Cerasus,Angiosperm
Cerasus humilis,Cerasus,Angiosperm
Cerasus japonica,Cerasus,Angiosperm
Cerasus japonica var. japonica,Cerasus,Angiosperm
Cerasus japonica var. nakaii,Cerasus,Angiosperm
Cerasus japonica var. zhejiangensis,Cerasus,Angiosperm
Cerasus mahaleb,Cerasus,Angiosperm
Cerasus maximowiczii,Cerasus,Angiosperm
Cerasus mugus,Cerasus,Angiosperm
Cerasus patentipila,Cerasus,Angiosperm
Cerasus pleiocerasus,Cerasus,Angiosperm
Cerasus pogonostyla,Cerasus,Angiosperm
Cerasus pogonostyla var. obovata,Cerasus,Angiosperm
Cerasus pogonostyla var. pogonostyla,Cerasus,Angiosperm
Cerasus polytricha,Cerasus,Angiosperm
Cerasus pseudocerasus,Cerasus,Angiosperm
Cerasus pusilliflora,Cerasus,Angiosperm
Cerasus schneideriana,Cerasus,Angiosperm
Cerasus serrula,Cerasus,Angiosperm
Cerasus serrulata,Cerasus,Angiosperm
Cerasus serrulata var. lannesiana,Cerasus,Angiosperm
Cerasus serrulata var. pubescens,Cerasus,Angiosperm
Cerasus serrulata var. serrulata,Cerasus,Angiosperm
Cerasus setulosa,Cerasus,Angiosperm
Cerasus stipulacea,Cerasus,Angiosperm
