internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
31326,Pyrus hakkiarica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,hakkiarica,,,,,Browicz,
31778,Prunus odorata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,odorata,,,,,(M.R. Henderson) Whitm.,
63499,Amygdalus susakensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Amygdalus,susakensis,,,,,Vassilcz.,
63505,Cotoneaster karatavicus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cotoneaster,karatavicus,,,,,Pojark.,
63506,Crataegus ambigua,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Crataegus,ambigua,,,,,Becker,
63510,Pyrus asia-mediae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,asia-mediae,,,,,(Popov) Maleev,
63511,Sibiraea altaiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sibiraea,altaiensis,,,,,Schneider,
63512,Sorbaria olgae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbaria,olgae,,,,,Zinserl.,
173012,Pyrus elaeagrifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,elaeagrifolia,,,,,Pall.,"<span style=""font-style: italic;"">Pyrus elaeagrifolia </span>Pall. is a  wild relative of Pear, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">communis</span>  L. subsp. <span style=""font-style: italic;"">communis,&#160;</span>of <a style="""">Asian Pear, <em>P. pyrifolia</em> Nakai, and of Ussurian ear, <em>P. ussuriensis</em> Maxim.&#160;</a>Two subspecies are native to Europe: <span style=""font-style: italic;"">P.  elaeagrifolia</span> ssp. <span style=""font-style: italic;"">bulgarica </span>(Kuth.  &amp; Sachok.) Valev and <span style=""font-style: italic;"">P.  elaeagrifolia</span> Pall. ssp. <span style=""font-style: italic;"">elaeagrifolia  </span>(Kurtto 2009). These are considered within this assessment."
172237,Prunus webbii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,webbii,,,,,(Spach) Vierh.,"<span style=""font-style: italic;"">Prunus webbii</span>&#160;is a     wild  relative of Plum&#160;<span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">domestica</span>, Sloe&#160;<span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">spinosa</span>&#160;and Sweet Cherry&#160;<span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">avium.<br/></span><br/>It also belongs to the primary Gene Pool of Almond <em>P. dulcis</em> and the secondary Gene Pool of Peach <em>P. persica</em> (USDA, ARS, National Genetic Resources Program 2013)."
172162,Prunus cerasifera,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,cerasifera,,,,,Ehrh.,"<span style=""font-style: italic;"">Prunus cerasifera </span>Ehrh. is a  wild  relative of Almond, <em>P.</em> <em>dulcis</em> (Mill.) D.A.Webb, Peach and Nectarine, <span style=""font-style: italic;"">P</span>.  <span style=""font-style: italic;"">persica </span>(L.) Batsch, Plum, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">domestica</span>  L., Sloe, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">spinosa</span> L. and Sweet Cherry, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">avium</span>  (L.) L.<br/><br/>For this assessment only the remaining wild population of the species is considered."
18770855,Malus asiatica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,asiatica,,,,,Nakai,"<em>Malus asiatica</em> Nakai is used as graftstock for cultivated Apple <em>Malus domestica</em> Borkh. (Phipps <em>et al</em>. 1990, USDA, ARS, National Genetic Resources Program 2013)."
50025884,Amygdalus pedunculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Amygdalus,pedunculata,,,,,Pall.,"<em>Amygdalus pedunculata</em> Pall. is a synonym of <em>Prunus pedunculata</em> (Pall.) Maxim. This species is secondary genetic relative of Almond (<em>P. dulcis</em> (Mill.) D.A.Webb) and a tertiary genetic relative of Peach (<em>P. persica</em> (L.) Batsch) (USDA, ARS, National Genetic Resources Program 2013)."
50025801,Amygdalus mira,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Amygdalus,mira,,,,,(Koehne) Ricker,"<em>Amygdalus mira</em> (Koehne) Ricker is a synonym of <em>Prunus mira </em>Koehne. This species is a primary genetic relative of Peach (<em>Prunus persica</em> (L.) Batsch) and a secondary genetic relative of Almond (<em>Prunus dulcis</em> (Mill.) D.A.Webb) (USDA ARS, National Genetic Resources Program 2013)."
50026548,Armeniaca mume,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Armeniaca,mume,,,,,Siebold,"<em>Armeniaca mume</em> Siebold is a synonym of <em>Prunus mume</em> Siebold &amp; Zucc.<br/><br/>The species is a secondary genetic relative of Apricot <em>Prunus armeniaca</em> L. (USDA, ARS, National Genetic Resources Program 2013)."
50027827,Cerasus dielsiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cerasus,dielsiana,,,,,(C.K.Schneid.) T.T.Yu &amp; C.L.Li,"<em>Cerasus dielsiana</em> (C.K.Schneid.) T.T.Yu &amp; C.L.Li is a synonym of the species <em>Prunus dielsiana</em> C.K.Schneid.<br/><br/>This species is a wild relative of cultivated <em>Prunus</em> species, including Sweet Cherry <em>P. avium</em> (L.) L. and Sour Cherry <em>P. cerasus</em> L. (USDA, ARS, National Genetic Resources Program 2013)."
50049427,Malus honanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,honanensis,,,,,Rehder,<em>Malus honanensis </em>Rehder is a secondary genetic relative of the cultivated Apple <em>M. domestica</em> Borkh.
50049597,Malus kansuensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,kansuensis,,,,,(Batalin) C.K.Schneid.,<em>Malus kansuensis</em> (Batalin) C.K. Schneid. is a secondary genetic relative of the cultivated Apple <em>M. domestica</em> Borkh.
50049627,Malus mandshurica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,mandshurica,,,,,(Maxim.) Kom. ex Juz.,<em>Malus mandshurica</em> (Maxim.) Kom. ex Juz. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50049673,Malus ombrophila,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,ombrophila,,,,,Hand.-Mazz.,<em>Malus ombrophila </em>Hand.-Mazz. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50049710,Malus orientalis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,orientalis,,,,,Uglitzk.,<em>Malus orientalis</em> Uglitzk. belongs to the primary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50050112,Malus prattii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,prattii,,,,,(Hemsl.) C.K.Schneid.,<em>Malus prattii</em> (Hemsl.) C.K.Schneid. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50050135,Malus prunifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,prunifolia,,,,,(Willd.) Borkh.,<em>Malus prunifolia </em>(Willd.) Borkh. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50050991,Malus spectabilis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,spectabilis,,,,,(Aiton) Borkh.,<em>Malus spectabilis</em> (Aiton) Borkh. belongs to the secondary Gene Pool of <em>M. domestica</em> Borkh.
50085956,Malus toringoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,toringoides,,,,,(Rehder) Hughes,<em>Malus toringoides</em> (Rehder) Hughes belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50086205,Malus transitoria,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,transitoria,,,,,(Batalin) C.K.Schneid.,<em>Malus transitoria</em> (Batalin) C.K.Schneid. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50132808,Malus yunnanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,yunnanensis,,,,,(Franch.) C.K.Schneid.,<em>Malus yunnanensis</em> (Franch.) C.K. Schneid. belongs to the secondary Gene Pool of <em>M. domestica</em> Borkh.
50133766,Malus zumi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,zumi,,,,,(Matsum.) Rehder,<em>Malus zumi</em> (Matsum.) Rehder belongs to the secondary Gene Pool of <em>M. domestica</em> Borkh.
50134200,Prunus armeniaca,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,armeniaca,,,,,L.,"<em>Prunus armeniaca</em> L. is cultivated for its edible fruits (apricots), but only wild populations will be considered in this threat assessment. In its wild form, <em>P. armeniaca</em> is a primary wild relative of apricots, the cultivated form of the species (USDA, Agricultural Research Service, National Plant Germplasm System 2020). Additionally, it is a secondary wild relative of myrobalan plum (<em>P. cerasifera</em> Ehrh.) and a tertiary wild relative of peach [<em>P. persica</em> (L.) Batsch] and plums (<em>P. domestica </em>L.,<em> P. salicina</em> Lindl.) (USDA, Agricultural Research Service, National Plant Germplasm System 2020)."
50134427,Prunus argentea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,argentea,,,,,(Lam.) Rehder,"<em>Prunus argentea</em> (Lam.) Rehder belongs to the primary Gene Pool of Almond <em>P. dulcis</em> (Mill.) D.A.Webb and the tertiary Gene Pool of Peach <em>P. persica</em> (L.) Batsch (USDA, ARS, National Genetic Resources Program 2013)."
50135950,Prunus domestica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,domestica,,,,,L.,"<em>Prunus domestica&#160;</em><span style=""background-color: white;"">is a widely cultivated species. The species is hypothesized&#160;to be derived from a hybridisation event between&#160;<em>Prunus spinosa&#160;</em>and&#160;<em>Prunus cerasifolia,&#160;</em>however the details of such event is still not fully understood&#160;(Horvath&#160;<em>et al.</em>&#160;2011).</span>"
50248112,Prunus ussuriensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,ussuriensis,,,,,Kovalev &amp; Kostina,"<em>Prunus ussuriensis</em> Kovalev &amp; Kostina belongs to the primary Gene Pool of Japanese Plum <em>P. salicina</em> Lindl. (USDA, ARS, National Genetic Resources Program 2013)."
50388949,Malus chitralensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,chitralensis,,,,,Vassilczenko,"<em>Malus chitralensis</em> Vassilczenko is a belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh. (USDA, ARS, National Genetic Resources Program 2013).<br/><br/>Some sources suggest that this species is a synonym of&#160;<em>M. pumila,&#160;</em>(Ignatov and Bodishevskaya 2011)<em>&#160;</em>which could explain the lack of information in the literature about this species."
50390234,Malus tschonoskii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,tschonoskii,,,,,(Maxim.) C.K.Schneid.,<em>Malus tschonoskii</em> (Maxim.) C.K. Schneid. belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50392770,Prunus bifrons,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,bifrons,,,,,Fritsch ,"<em>Prunus bifrons</em> Fritsch belongs to the tertiary Gene Pool of Apricot <em>P. armeniaca</em> L., Almond <em>P. dulcis</em> (Mill.) D.A.Webb, Peach <em>P. persica</em> (L.) Batsch and Japanese Plum <em>P. salicina</em> Lindl. (USDA, ARS, National Genetic Resources Program 2013)."
50392936,Prunus bokhariensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,bokhariensis,,,,,Royle ex C.K.Schneid.,"<em>Prunus bokhariensis</em> Royle ex C.K. Schneid. belongs to the primary Gene Pool of Plum <em>P. domestica</em> L. (USDA, ARS, National Genetic Resources Program 2013)."
50393255,Prunus canescens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,canescens,,,,,Bois,"<em>Prunus canescens</em> Bois belongs to the tertiary Gene Pool of both Sweet Cherry <em>P. avium</em> (L.) L. and Sour Cherry <em>P. cerasus</em> L. (USDA, ARS, National Genetic Resources Program 2013)."
50393739,Prunus concinna,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,concinna,,,,,Koehne,"<em>Prunus concinna</em> Koehne is a genetic relative of Sweet Cherry <em>P. avium</em> (L.) L. having been used as graftstock for this crop (USDA, ARS, National Genetic Resources Program 2013)."
50394022,Prunus ferganensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,ferganensis,,,,,(Kost. &amp; Rjab.) Y.Y.Yao ,"<em>Prunus ferganensis</em> (Kost. &amp; Rjab.) Y.Y.Yao belongs to the secondary Gene Pool of Peach <em>P. persica</em> (L.) Batsch (USDA, ARS, National Genetic Resources Program 2013)."
50475289,Prunus incana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,incana,,,,,(Pall.) Batsch,"<em>Prunus incana</em> (Pall.) Batsch is used as graftstock for Peach <em>P. persica</em> (L.) Batsch. (USDA, ARS, National Genetic Resources Program 2013)."
50025547,Amygdalus kansuensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Amygdalus,kansuensis,,,,,(Rehder) Skeels,"<em>Amygdalus kansuensis</em> (Rehder) Skeels is a synonym of <em>Prunus kansuensis</em> Rehder. This species is a secondary genetic relative of Peach (<em>P. persica</em> (L.) Batsch) and Almond (<em>P. dulcis</em> (Mill.) D. A. Webb) (USDA, ARS, National Genetic Resources Program 2013)."
50026487,Armeniaca mandshurica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Armeniaca,mandshurica,,,,,(Maxim.) Skvortsov,"<em>Armeniaca mandshurica</em> (Maxim.) Skvortsov&#160;var.&#160;<em>mandshurica&#160;</em>(Maxim.) Skvortsov is a synonym of <em>Prunus mandshurica </em>(Maxim.) Koehne.<br/><br/>This species is a secondary genetic relative of Apricot (<em>Prunus armeniaca</em> L.) (USDA, ARS, National Genetic Resources Program 2013)."
50028083,Cerasus glandulosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cerasus,glandulosa,,,,,(Thunb.) Sokoloff,"<em>Cerasus glandulosa</em> (Thunb.) Sokoloff is a synonym of <em>Prunus glandulosa</em> Thunb.<br/><br/>This species is a tertiary genetic relative of Myrobalan Plum (<em>Prunus cerasifera</em> Ehrh.) and Japanese Plum (<em>Prunus salicina</em> Lindl.) (USDA, ARS, National Genetic Resources Program 2013)."
50028357,Cerasus nipponica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cerasus,nipponica,,,,,(Matsum.) H.Ohba,"<em>Cerasus nipponica</em> (Matsum.) H.Ohba is a synonym of <em>Prunus nipponica</em> Matsum.<br/><br/>This species is a secondary genetic relative of Sweet Cherry (<em>Prunus avium</em> (L.) L.) (USDA, ARS, National Genetic Resources Program 2013)."
50028400,Cerasus pleiocerasus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cerasus,pleiocerasus,,,,,(Koehne) T.T.Yu &amp; C.L.Li,"<em>Cerasus pleiocerasus</em> T.T.Yu &amp; C.L.Li is a synonym of <em>Prunus pleiocerasus</em> Koehne.<br/><br/>This species is a secondary genetic relative of Sweet Cherry (<em>Prunus avium</em> (L.) L.) (USDA, ARS, National Genetic Resources Program 2013)."
50049638,Malus muliensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,muliensis,,,,,T.C.Ku,<em>Malus muliensis</em> T.C.Ku belongs to the secondary Gene Pool of cultivated apple <em>M. domestica</em> Borkh.
50050877,Malus sikkimensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,sikkimensis,,,,,(Wenz.) Koehne,<em>Malus sikkimensis</em> (Wenz.) Koehne belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
50623147,Prunus jaquemontii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,jaquemontii,,,,,Hook. f.,"Also spelt <em>Prunus jacquemontii</em> Hook. f. in the literature, this species belongs to the tertiary Gene Pool of Myrobalan Plum <em>P. cerasifera</em> Ehrh. and Japanese Plum <em>P. salicina</em> Lindl. (USDA, ARS, National Genetic Resources Program 2013)."
61614093,Pyrus turcomanica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,turcomanica,,,,,Maleev,
61854418,Malus doumeri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,doumeri,,,,,(Bois) A.Chev.,"<em>Malus doumeri</em> (Bois) A.Chev. belongs to the tertiary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh. (USDA, ARS, National Genetic Resources Program 2013)."
61855188,Malus halliana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,halliana,,,,,Koehne,<em>Malus halliana</em> Koehne belongs to the secondary Gene Pool of cultivated Apple <em>M. domestica</em> Borkh.
61966807,Ulmus glabra,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ULMACEAE,Ulmus,glabra,,,,,Huds.,
61967009,Ulmus laevis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ULMACEAE,Ulmus,laevis,,,,,Pall.,
172114,Malus florentina,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,florentina,,,,,(Zuccagni) C.K.Schneid.,"<span style=""font-style: italic;"">Malus florentina </span>(Zuccagni) C.K.Schneid. is a tertiary wild relative of apple, <span style=""font-style: italic;"">Malus  domestica </span>Borkh (USDA, ARS, GRIN 2018)."
64121728,Prunus fragrans,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,fragrans,,,,,(Elmer) Kalkman,
64133731,Pyrus acutiserrata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,acutiserrata,,,,,Gladkova,
64134271,Pyrus megrica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,megrica,,,,,Gladkova,
19218731,Ulmus minor,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ULMACEAE,Ulmus,minor,,,,,Mill.,
85665573,Cotoneaster bumthangensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cotoneaster,bumthangensis,,,,,J.Fryer &amp; B.Hylmö,
85665601,Cotoneaster hicksii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cotoneaster,hicksii,,,,,J.Fryer &amp; B.Hylmö,
85665611,Cotoneaster thimphuensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cotoneaster,thimphuensis,,,,,J.Fryer &amp; B.Hylmö,
83724962,Crataegus karadaghensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Crataegus,karadaghensis,,,,,Pojark.,
97151952,Sorbus stankovii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,stankovii,,,,,Juz.,"<span style=""background-color: white;"">The&#160;separation&#160;of </span><em>Sorbus stankovii </em>and<em> S. taurica </em><span style=""background-color: white;"">is difficult and they were frequently confused in the past&#160;(A. Sennikov pers. comm. 2016).&#160;</span>After being treated as an endemic of the Crimea, it was more recently extended to the Caucasus but its distribution there is not well studied and in fact the identity of such plants should still be confirmed."
172082,Prunus discolor,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,discolor,,,,,(Spach) C.K.Schneid.,"<span style=""font-style: italic;"">Prunus discolor</span>&#160;is a  wild  relative of Almond, <em>P.</em> <em>dulcis</em> (Mill.) D.A.Webb, Peach and Nectarine, <span style=""font-style: italic;"">P</span>.  <span style=""font-style: italic;"">persica </span>(L.) Batsch, Plum, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">domestica</span>  L., Sloe, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">spinosa</span> L. and Sweet Cherry, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">avium</span>  (L.) L.<br/><br/>This assessment only considers the wild population and the native range of the species."
173013,Pyrus nivalis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,nivalis,,,,,Jacq.,"<span style=""font-style: italic;"">Pyrus nivalis </span>Jacq. is a  wild relative and progenior of Pear, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">communis</span>  L. subsp. <span style=""font-style: italic;"">communis</span>. On USDA, ARS, GRIN (2018) the species is treated as a hybrid however it is an accepted name on IPNI and Kews' PlantList. Therefore the species is fully assessed here.<br/>This assessment also considered the <em>Pyrus nivalis</em>&#160;subsp. <em>orientalis</em>.<span style=""background-color: yellow;""><br/></span>"
79913693,Celtis planchoniana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CANNABACEAE,Celtis,planchoniana,,,,,K.I.Chr.,
102860169,Crataegus meyeri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Crataegus,meyeri,,,,,Pojark.,
